folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Medical History/Medications,anxiety_med,Anti-Anxiety Medication: Self-reported use,"Self-reported drugs at PSG visit, open text then grouped according to effect",choices,"",takingornot,"","","",wsc_medications_form
Medical History/Medications,asthma_control_med,"Asthma Medication, control: Self-reported use","Self-reported drugs at PSG visit, open text then grouped according to effect",choices,"",takingornot,"","","",wsc_medications_form
Medical History/Medications,asthma_med,"Asthma Medication, any: Self-reported use","Self-reported drugs at PSG visit, open text then grouped according to effect",choices,"",takingornot,"","","",wsc_medications_form
Medical History/Medications,asthma_rescue_med,"Asthma Medication, rescue: Self-reported use","Self-reported drugs at PSG visit, open text then grouped according to effect",choices,"",takingornot,"","","",wsc_medications_form
Medical History/Medications,cholesterol_med,Cholesterol Medication: Self-reported use,"Self-reported drugs at PSG visit, open text then grouped according to effect",choices,"",takingornot,"","","",wsc_medications_form
Medical History/Medications,decongestants_med,Decongestant: Self-reported use,"Self-reported drugs at PSG visit, open text then grouped according to effect",choices,"",takingornot,"","","",wsc_medications_form
Medical History/Medications,dep_maoi_med,"Antidepressant, MAOI: Self-reported use","Self-reported drugs at PSG visit, open text then grouped according to effect",choices,"",takingornot,"","","",wsc_medications_form
Medical History/Medications,dep_ssri_med,"Antidepressant, SSRI: Self-reported use","Self-reported drugs at PSG visit, open text then grouped according to effect",choices,"",takingornot,"","","",wsc_medications_form
Medical History/Medications,dep_tca_med,"Antidepressant, TCA: Self-reported use","Self-reported drugs at PSG visit, open text then grouped according to effect",choices,"",takingornot,"","","",wsc_medications_form
Medical History/Medications,depression_med,"Antidepressant, any: Self-reported use","Self-reported drugs at PSG visit, open text then grouped according to effect",choices,"",takingornot,"","","",wsc_medications_form
Medical History/Medications,diabetes_med,Diabetes Medication/Insulin: Self-reported use,"Self-reported drugs at PSG visit, open text then grouped according to effect",choices,"",takingornot,"","","",wsc_medications_form
Medical History/Medications,dr001,"Contraceptives (Ethinyl estradiol, Levonorgestrel)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr010,"Estrogen, conjugated (Cenestin, Premarin)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr011,"Estrogen, esterified (Estratab, Menest)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr012,"Estradiol (Alora, Climara, Esclim, Estrace, Estraderm, Estring, FemPatch, Gynodiol, Innofem, Vagifem, Vivelle, Vivelle-dot)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr014,Estrogen Based Cream,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr015,Progesterone Based Cream,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr020,"Estradiol & Norethindrone (Activelle, Combipatch, Femhrt)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr021,"Estrogen & Medroxyprogesterone (Premphase, Prempro)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr030,"Medroxyprogesterone acetate (Amen, Androderm, Curretab, Cycrin, Depo-Provera, Provera)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr042,"Estrogen & Methyltestosterone (Estratest, Menogen)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr050,"SERMs (Selective Estrogen-receptor modulators): Droloxifene, Raloxifene (Evista), Tamoxifen, Tiboline (Livial)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr060,"Herbal and OTC Preparations: Black Cohosh, Promensil, flax seed, yam extracts","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr061,Womens Health Initiative and other hormone studies,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr101,"Metoprolol tartrate (Lopressor, nebivolol)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr102,"Hydrochlorothiazide (Hydrodiuril, Zaroxolyn)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr103,Propranolol hydrochloride (Inderal),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr104,Enalapril maleate (Vasotec),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr105,Prazosin hydrochloride (Minipress),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr106,Nadolol (Corgard),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr107,Hydralazine,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr108,Indapamide (Lozol),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr109,"Atenolol (Tenormin, Zebeta)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr110,"Amiloride HCl-hydrocholorothiazide (Moduretic, Midamor)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr112,"Furosemide (Lasix, Bumex)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr113,"Triamterene & Hydrochlorothiazide (Dyazide, Maxzide, Dyrenium)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr116,"Lisinopril (Accupril, Mavik, Prinivil, Zestril, Zestoretic)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr117,Captopril (Capoten),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr119,"Spironolactone (Aldactone, Spironizide)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr120,Naqua (Trichlormethiazide),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr122,Regroton (chlorthalidone and reserpine),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr125,"Clonidine (Catapres, other alphaadrenergic agonist agents)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr126,Atenolol & Chlorthalidone (Tenoretic),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr127,Terazosin Hydrochloride (Hytrin),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr128,Lotensin (benazepril),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr129,"Enalapril Maleate - hydrochlorothiazide combo (Benazepril, HCT, Lotensin, Vaseretic)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr130,Felodipine (Plendil),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr132,Norvasc (amlodipine),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr133,"Losartan (Avalide, Cozaar, Diovan, Hyzaar, irbesartan, other angiotensin II antagonist combinations)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr134,Unknown HTN Rx,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr138,Doxazosin (Cardura),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr139,Metoprolol succinate (Toprol XL),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr140,Lotrel (Amlodipine/ benazepril),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr142,"Labetalol Hydrochloride (Normodyne, Tradate)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr145,Ziac (Hydrocholorothiazide / Bisoprolol combo),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr147,"Carvediol (Coreg, Cartrol)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr148,Olmesartan medoxomil (Benicar),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr149,Pindolol (Visken),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr150,Alfuzosin (Uroxatral),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr151,Candesartan (Atacand),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr207,Diphenhydramine HCl and pseudoephedrine (Benadryl),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr208,"Pseudoephedrine (Chlortab, Sudafed, or other unnamed antihistimines)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr210,Triproline hydrochloride and pseudoephedrine (Actifed),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr211,Primatene mist,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr212,"Theophylline ( Slobid, Theochron, Theodur, Uniphyl)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr215,Decongestant or generic allergy meds (Wal-Fed et. al.),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr216,"Pseudoephedrine hydrochloride and guaifenesin (Duratuss, Guaifed, Humbid, Qbid)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr218,Brompheniramine maleate and pseudoephedrine hydrochloride (Bromfed),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr219,Chlortrimetron (Chlorpheniramine),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr221,Rynatan (phenylephrine tannate and chlorpheniramine tannate),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr222,"Neosynephrine Nose Drops or Nasal Spray, other OTC nasal preparations","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr226,"Sinaid, Sinoff, Sinutab, Sinex, etc. / OTC sinus meds","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr229,Clemastine fumarate / phenylpropanolamine HCl (Tavist-D),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr231,"Allerest,Optivar,Zaditor and other eye drops","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr235,Chlorpheniramine Maleate,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr238,Afrin Nasal Spray (Oxymetazoline hydrochloride),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr239,Chlorpheniramine maleate & Pseudoephedrine HCl (Deconamine),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr242,Trimcinolone acetonide oral (Azmacort),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr244,"Triaminic, Phenergan, Tessalon, Benzonatate, or other syrups incl. those w/ codeine","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr245,"Entex (Duravent, Ornade)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr248,Loratadine (Claritin),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr250,Allegra  (Fexofenadine Hcl),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr251,Tilade,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr254,Zyrtec (Cetirizine),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr255,Accolate (zafirlukast),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr256,"Hydroxyzine (Atazine, Vistaril)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr257,Montelukast (Singulair),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr258,"Ipratropium & Albuterol combined (Combivent, Duoneb)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr259,Formoterol oral (Foradil aerolizer),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr260,Pirbuferol oral (Maxair),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr261,"Beclomethasone Dipropionate Nasal Spray (Beconase, Vacenase)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr262,"Azelazstine (Astelin, Astepro)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr263,Flunisolide nasal spray (Nasalide),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr266,Salemeterol oral only (Serevent),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr267,"Tiotropium Bromide inhaler (Spiriva, Spiriva handhaler)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr268,Triamcimolone acetonide nasal inhaler (Nasocort),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr269,Advair (fluticasone & salmeterol combined) (Advair diskus),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr270,Fluticasone oral inhalation (Flovent),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr271,Nasonex (mometasone nasal spray),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr273,"Budesonide oral (Pulmicort, Symbicort)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr274,"Albuterol Sulfate (Proventil, Ventolin, Volmax, Asmavent, Salbutamol, Ventodisk, AccuNeb, Proair, Vospire)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr275,"Beclomethasone dipropionate oral aerasol (Beclovent, Vanceril, Qvar Inhaler)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr276,Flunisolide oral (Aerobid),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr277,Cromolyn Sodium oral (Intal),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr278,"Ipratropium bromide oly (Atrovent, Arovent, Aerovent)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr279,"Fluticasone nasal spray (Flonase, Veramyst)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr280,Budesonide nasal spray (Rhinocort),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr281,Asmanex Twisthaler (monetasone oral),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr303,"Levothyroxin hydrochloride (Cytomel, Levothroid, Levoxyl, Synthroid))","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr304,Insulins,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr316,"Precose (Acarbose, Diabetes mellitus med rs)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr318,"Lupron, Leuprolide acetate (rs)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr319,Premarin cream,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr401,"Fluoxetine hydrochloride (Prozac, Savella)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr402,Phenobarbitol (Mebaral),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr403,Nortriptyline (Pamelar),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr404,Phenytoin (Dilantin),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr405,"Valproic Acid (Depakene, Depakote)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr407,Imipramine,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr408,Trazodone HCl (Desyrel),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr409,Amitriptyline (Elavil),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr410,Buspar (Buspirone),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr411,Doxepin (Sinequan),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr412,"Xanax, Versed (Alprazolam)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr414,Desipramine HCL (Norpramin),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr415,Clomipramine HCl (Anafranil),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr416,Bupropion NCl (Wellbutrin),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr418,Mysoline (Primadone),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr419,"Carbamazepine, Lamictal, Tegretol, Topomax and other anticonvulsants","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr420,Clonazepam (Klonopin),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr421,Diazepam (Valium),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr422,Lithium (Eskalith),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr423,"Abilify, Fluphenazine, Geodon, Navane, Olanzapine, Seroquel, Thioridazine, Thiothixene, Ziprasidone, Zyprexa and other anti-psychotics","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr424,"Nardil (Phenelzine), Parnate (Tranylcypromine)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr426,Zoloft (Sertraline hydrochloride),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr427,Paroxetine(Paxil),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr429,Risperidal (risperidone),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr430,"Perphenazine (Etrafon, Serentil, Triavil)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr431,Lorazepan (Ativan),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr432,Serzone (Nefazodone),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr433,Neurontin (Gabapentin),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr434,Dup use 405 was Depakote,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr435,Remeron (mirtazepine),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr436,Hydroxytryptophan,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr438,Effexor (Venlafaxine HCl),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr439,"Citalopram hydrobromide (Celexa,Lexapro)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr440,Restoril (Temazepam),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr443,Levetiracetam (Keppra),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr444,Cymbalta (duloxetine),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr445,Desvenlafaxine (Pristiq),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr502,Tetracycline,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr503,Amoxicillin,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr505,Ketoconozole (Nizoral),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr507,Minocycline (Minocin),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr510,Penicillin,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr511,"Sulfa, TMP Sulfa","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr512,"Bactrim, Cotrim, Septra, SMZ TMPDS, Sulfa methoxazole, Trimethoprim","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr514,Cephalexin (Keflex),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr515,Peridex (chlorhexidine),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr516,Doxycycline (Vibramycin),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr518,Augmentin (amoxicillin / clavulanate),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr520,Azithromycin (Zithromax),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr521,Macrobid (nitrofurantoin),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr523,Chindamycin,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr524,Metronidazole (Flagyl),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr525,Clarithromycin (Biaxin ),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr526,Femstat & other vaginal creams (butoconazole nitrate),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr528,"Diflucan, Fluconazole, and other antifungals","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr531,"Antibiotics, Topical","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr533,Avelox (moxifloxacin),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr601,"Lovastatin, Mevacor, Simvastatin, Zocor","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr602,Isosorbide dinitrate (Isordil),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr603,Lanoxin (Digoxin),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr604,"Diltiazem HCL (Cardizem, Dilacor, Taztia XT, Tiazac)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr605,Dipyridamole (Persantine),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr606,Cholestyramine Resin (Questran),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr607,"Gemfibrozil capsules (Lopid, Lofibra)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr609,Verapamil (Calan),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr610,"Nifedipine (Adalat, Procardia)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr611,Pentoxifylline (Trental),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr613,Pravachol (pravastatin),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr614,Nitroglycerin,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr615,Isosorbide Mononitrate (Imdur),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr616,Ticlid (ticlopidine),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr617,Colestid (cholestipol),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr618,Flecainide (Tambocor),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr619,"Amiodarone HCl (Cordarone, tikosyn)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr620,"Coumadin, Heparin, Plavix and other anticoagulant therapy (obsolete)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr701,Rantidine HCL (Zantac),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr702,"Iron, Folic Acid","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr703,"Coltrazine, Probenecid","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr704,"Naproxen (Aleve, Anaprox, Naprosyn)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr705,"Fiorinal w/ or w/out codeine (aspirin, butalbital, and caffeine)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr706,"Methylphenidate HCL (Concerta, Ritalin)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr707,Piroxicam (Feldene),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr709,Allopurinol (Zyloprim),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr710,"Omeprozole (Aciphex, Losec, Nexium, Prilosec, Protonix, dexilant)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr711,Aspirin,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr712,"Vitamins, B6 supplement, diet supplements - optivite or DHEA, Calcium, Peridin C, Selenium","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr713,Eye drops for pink eye or burning eyes,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr714,"NSAIDs / anti-inflammatory: BC Powder, Bextra, Diclofenac, Etodolac, Lodine, Lotemax, Meclofenamate, Mobic, Norflex, Norgesic, Relafen, Soma, Vioxx, Voltaren","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr715,"Glyburide (Actos, Avandis, Diabeta, Glucovance, Glynase, Micronase, Rezulin, Troglitazone, amaryl)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr716,Dicloxicillin,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr717,"Bentyl, Dicyclomine, Donnatal, Hyoscyamine, Levbid, Librax, Scopolamine and other antispasmodics","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr718,"Antacids (Acifex use 710), Cimetidine, Pepcid, Prevacid, Tagamet, Nadh / ascorbic acid / sodium bicarbonate oral combo","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr719,"Glipizide (Amyryl, Glucotrol)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr720,"Tamoxifen citrate (Femara, Megestrol, Nolvadex)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr721,"Glaucoma drops: Alphagan, Betopic, Iopidine, Timolol maleate, Timoptic, Travatan, Xalatan, lumigan, azopt","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr722,"Ibuprofen ( Advil, Motrin, Nuprin)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr724,Prednisone and other unknown steriod rxs,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr725,Darvocet (Propoxyphene),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr727,"Azulfadine, Sulfasalazine","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr728,Sulindac (Clinoril),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr729,"Antineoplastic agents: Cyclophosphamide, Cytoxan, Doxil, Finsateride, Methotrexate, Zoladex, Herceptin","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr730,"Migraine preparations:  Amerge, Axert, Cafergot, Ercaf, Maxalt, Miquin, Zolmitriptan, Zomig.","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr731,Colchicine,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr732,"Acyclovir, Valtrex, Valacyclovir, Zovirax","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr734,"Cyclobenzaprine, Flexeril, Zanaflex","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr736,"Tylenol, Excedrine, Tramadol","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr737,"Coumadin, Heparin","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr738,"Lactaid, Lactase","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr739,"Bellergal, Bel-tabs","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr740,Nizatidine (Axid),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr743,"Potassium Chloride (K-Dur, Klor-Con, Slow-K)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr744,Unknown diuretic,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr745,Metoclopramide HCL (Reglan),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr747,"Nicotine: patch, gum, or pills (Nicorette, Zyban)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr748,Salsalate (Disalcid),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr750,Drug Study / Womens Health Initiative - drug unknown,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr751,"Propoxyphene HCl ( Darvon, Wygesic)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr752,"Antilipemic agents: Advicor, Crestor, Lescol, Lipitor, Niaspan, Niacin, Tricor, Vytorin, Zetia","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr753,"Indocin, Indomethacin, Indrochrom","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr757,Cyclosporine (Neoral),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr758,"Immunosuppressants: Azathioprine, Thalidomide, Cell-cept","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr759,"Ditropan (Detrol, Oxybutynin, Sanctura, toviaz)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr760,Morphine (MS Contin),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr762,Methylprednisolone (Medrol),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr765,Plaquenil (Hydroxychloroquine),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr769,Cylert  (pemoline),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr770,Baclofen,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr771,"Aranesp, Didronel, Epogen and other adjunct antineoplastic therapy","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr772,"Colace, Fibercon, Metamucil and other laxatives","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr773,Appetite Depressants (CLA-conjugated linoleic acid),"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr775,Ophthalmic preps,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr776,"Dexedrine (Adderall, Modafinil, Provigil)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr777,"Phentermine (Adipex-P, Fastin, Ionamin, Diethlopropion, Fastin, Ionamin & other rx appetite suppressants)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr778,"Levodopa (Caridopa, Permax, Sinemet, carbidopa / levodopa / entacapone, Stalevo)","",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr779,OTC stimulants,"",choices,"",noyes_drug,"","","",""
Medical History/Medications,dr780,"Herbal & homeopathic remedies (zinc lozenges, Thermochrome, ColdEase, Lysine, Valerian)","",choices,"",noyes_drug,"","","",""
